,Tweet
242,Hampir semua polling Anies - Sandi yang menang. Semoga hari H nya juga demikian. #AniesSandi
243,RT @anjisudirman: @fahiraidris Yg iklankan kampanye ahox adalah yg sama sebarin spanduk syariah dan brosur black campaign. #IklanAhokJahat
244,"Oke Oce akan menjadi brand dimana, semuanya menjadi OKe Oce, bahkan nanti ada kampung Oke Oce #debatfinalpilkadadki"
245,"RT @BelaQuran: Sungguh sgt mengherankan, mengkampanyekan kebhinekaan tp dengan menyebarkan Islamophobia, kebhinekaan yg mana yg dimaksud?"
246,"Debat Final Pilkada DKI Jakarta, Siapa yang Gagap, dan Siapa yang Tepat Menjawab - Adjat Sudradjat"
247,"Jika persoalan pemimpin hanya dikaitkan dengan lisan, maka apa bedanya gubernur dengan anak-anak? #MataNajwaDebatJakarta"
248,Cerita Djarot ini diharapkan membuat para pendukung tetap berdamai. #debatfinalpilkadadki #temanahok #AniesSandi
249,"Cuman mau bilang sama yang serius banget ngetweet pakai hastag #IklanAhokJahat ""Gitu aja baper""."
250,Ira Koesno Didekati Anies-Sandi Lalu Marahi Pendukung Paslon Saat Debat Pilkada DKI
251,"Alhamdulillah ya Allah SWT Semoga jakarta punya gubernur baru yg lebih bersahaja, bersahabat utk semuanya #AniesSandi"
252,Jelang larut semalam. Diskusi dengan aktifis Golkar tingkat kelurahan. Siap bergabung dalam pemenangan #AniesSandi
253,RT @alayyubichoir: Sosok Anies Sandi harus diakui sgt mengayomi. Sangat kompeten utk membangun kerukukan & kebhinekaan di Jakarta
254,RT @nielchen99: Ngomong manis memang gampang giliran kerja bingung #MataNajwaDebatJakarta
255,19 April adalah saat yang penting bagi warga Jakarta untuk menentukan masa depan Ibukota
256,"RT @maharanisinta70: terimakasih Pak Anies pemaparantentang DP 0 ,memberi solusi bagi warga jakarta yang ingin punya rumah dan tidak nyewa terus."
257,"Yang aku perhatikan, Tim Mas @aniesbaswedan sibuk ngoceh tentang @basuki_btp dan programnya. Kenapa gak ngurus diri sendiri?"
258,"kalo pilih gubernur yg jujur, kerja nyata,anti korupsi,tegas,pinter,mlyani rakyat iklas & peduli pilih ahok djarot,.."
259,RT @anies_sandi: Bisa merangkul dan menegakkan hukum. Kepemimpinan itu hadir dengan memberikan contoh & perbuatan - @aniesbaswedan
260,"Hasil kerja Ahok Djarot sungai di Jakarta kembali normal, bersih dan enak dipandang"
261,"Ahok & Anies sama baiknya kok, sama bagusnya, sama okenya. Siapa yg kepilih yg menang tetap rakyat jakarta"
262,"Semoga pak basuki bisa jadi presiden,agar Indonesia lebih maju."
263,"Allah SWT tdk butuh anda. Tapi Anda yang butuh Allah,Rezeki, hidup matimu. Allah yg tentukan. Mau khianati Allah? yakin gak nyesel? #SidangAhok"
264,#SidangAhok dilanjutkan dengan rekaman yang memuat kampanye Ahok di DPP Nasdem dan juga Pulau Seribu. | @adrieedu https://t.co/8P5P4DUcFG
265,RT @JanurOmank2626: Ahok harus bebas demi hukum demi keadilan demi kelanjutan perbaikan DKI. Semoga hakim mmpunyai sense of justice
266,Pembangkit Listrik Tenaga Panas Bumi Terbesar Dunia.. #CitiPeka #SidangAhok #Tebak2anHajiDjarot https://t.co/KtXdXZsh8H
267,"RT @findririn: Dan toleransi itu, ketika muslim bisa menjalankan perintah agamanya, dan non muslim juga bisa menjalankan agamanya."
268,"RT @findririn: Walaupun artinya teman setia, seharusnya lebih dihindari kalau jd pemimpin"
269,Semua kejujuran akan mendapatkan pahala dr surga #FreeAhok
270,Seharusnya mah basuki sudah bebas ya kan? #FreeAhok https://t.co/Mw3k0vYweF
271,"RT @RuridaJihandari: Itu sidang apa drama korea sampe 20kali, lagi menunggu sidang ahok season 2 nih... Kayaknya goblin mah kalah pamornya"
272,"Menurut Anda, Transportasi Online manakah dikatakan ""tarif murah, aman & nyaman"" melayani ???"
273,Nelayan Jakarta Sudah Disiapin Pulau Khusus oleh Pemda DKI #LunchBreak #SidangAhok
274,Adakah Potensi Radikalisme di Pilgub DKI Jakarta? #LunchBreak #SidangAhok
275,"RT @NovenStjK: Siaran ulang #AhokDjarotDiRosi malam ini, saksikan yuk di @KompasTV #AhokDjarot #Temanahok"
276,"cuma org"" yg salah saja yg takut dgn doa itu,anda salah?? kenapa takut??? bertobatlah sebelum doa itu dinyatakan,"
277,Selamat Pagi met aktifitas happy weekend Semoga kita jadi orang jujur biar hidup slalu mujur Aamiin #FreeAhok
278,"Ahok dituntut 1 tahun penjara. Kemungkinan akan divonis bebas. Masalahnya, warga DKI terlanjur kehilangan pemimpin terbaik. #FreeAhok"
279,Alhamdulillah tuntutan jaksa hanya 1 tahun masa percobaan 2 tahun yg artinya sbnrnya jaksa mengakui kalo Ahok itu tak bersalah #FreeAhok
280,Kalah atau menang #tetapahok. Terimakasih krn banyak ngasih pelajaran bagaimana kerja keras utk rakyat dgn bersih.
281,"Pilkada Serentak, Megawati Hanya Minta Jangan ada Intimidasi dan Politik Uang https:\/\/t.co\/zHhvJ4qrrY"
282,#thw911 Saat Anies-Sandiaga Minta Doa Ustaz untuk Debat Pilkada https:\/\/t.co\/2odlrYteU1
283,Jangan pernah lelah mengabdi untuk Indonesia Pak @basuki_btp. #TetapAhok!
284,"@LaitsSaja Jika Menang, Anies Siap Rangkul Paslon Lain Jika menang dalam kontestasi Pilkada https:\/\/t.co\/KG40YTelWX"
285,@LaitsSaja TNI-Polri Bersinergi Jaga Keamanan Jelang Pilkada DKI TNI dan Polri terus bersin https:\/\/t.co\/HP77I9lffG
286,@novie_wednes72r Bismillah Inshaa ALLAH Agus Sylvi menang Pilkada DKI 1putaran dan jadi pemimpin yg amanah dan mencintai rakyat jakarta.
287,Trima kasih pak uda bikin jakarta lebih baik selama bapak menjabat....
288,@nu_online sikap yang jelas dan tegas demi ketertiban dan keamanan ibu kota negara menjelang pilkada dki jakarta
289,Rencana Tuhan lebih baik dari rencana manusia. Mungkin Ahok bs bekerja kebih baik di posisi lain
290,walau kalah tp aku tetap merasa terhormat mendukung BADJA #TerimakasihAhok
291,Basuki TP Ahok Wawancara informal dengan wartawan Balaikota: https:\/\/t.co\/g7iB5H5RUL
292,"Terimakasih Pak Ahok @basuki_btp #tetapahok karena kita memang siap kalah, dan selamat buat Gubernur baru"
293,LUCU !! Yuk Melihat AHOK Promosikan Musik Dangdut Kepada Tamu Mancanegara
294,"Minggu Tenang Pilkada, Ahok Fokus Kerja di Balai Kota: Peresmian-peresmian RPTRA CSR ditunda."
295,MANTAB !! AHOK dan Pemprov DKI Jakarta Terjunkan Alat Berat Untuk Keruk Sampah di Waduk Pluit
296,Pagi Ini Polrestro Bekasi Gelar Pasukan Pilkada https:\/\/t.co\/ypRv5nNjSb
297,Pak @basuki_btp saya hanya bantu menyampaikan. Sbg orang2 di sekitar Pak Ahok bisa menyampaikan ke beliau. @kurawa. #BlusukanAhok #Gue2
298,"pak ahok kalau anda jadi gubernur jangan lupa anda harus bangun provinsi Jambi buat lahan petani semua, dan jln kreta api jambi, riau, lampung"
299,Partai Nasdem Optimis Menang di Pilkada Serentak 2017 https:\/\/t.co\/EOAzcxai94
300,"biar kalah, tetap bangga. Sabar n iklas menerima nya. Masih bnyak jabatan lain untuk pak ahok. #TetapAhok"
301,Sabar n iklas ya pak. Apa pun hasil nya. Kita tetap dukung. Di mna pun/jabatn apa pun yg bpk emban nanti. #TetapAhok
302,"Wlaupun kita tak kenal,saya yakini slama ini kamu tlah bkerja kras tuk sebuah nilai yg diperjuangkan."
303,"RT @ahokdijegal: Kita mgk bs mendukung dia dlm hal kejujuran dan niat baik utk melayani warga, tapi gantiin dia dlm hal pekerjaan"
304,"Puluhan Personel Brimob Nunukan Diberangkatkan, Amankan Pilkada di Dua Provinsi"
305,@basuki_btp sing sabar pak.. Simpen energi bapak untuk bagian lain Indonesia... Gusti Allah mboten sare pak...
306,"Karena saya memilih dengan sehat maka saya kompensasikan dengan sarapan pagi yang, uhm, secara umum gak sehat. IMPAS"
307,"RT @Aktualco: Mahfud MD Heran, UU Pemda Sangat Jelas Tapi Mendagri Keukeuh Pertahankan Ahok"
308,"RT @AlissaWahid: Tuips, Ibu Sinta Nuriyah tidak pernah mengeluarkan pernyataan terkait pilkada DKI"
309,RT @AmaliaAmelCute2: Lebih tambah jatuh hati deh jadinya Tak bisa berpaling ke pilihan yg lain Tetap ke pak ahok -Djarotlah yg terbaik
310,"RT @AnakBaranusa: Yoi... Yang Jelas Pemenagnya itu hanya satu pasang calon, buka dua apa lagi tiga. 1, 2 dan 3 memiliki Peluang yg sama"
311,"RT @AT_AbdillahToha: Aksi 112 tampaknya akan diubah jadi zikir pilkada. Sejauh yg saya tahu, zikir adalah ibadah dekatkan diri ke Allah."
312,"RT @blogdokter: Janganlah karena pilkada dan kepentingan politik sesaat, persahabatan dan persaudaraan kita terputus | Kita adalah saudara."
313,RT @Brani2000: Pilkada di Beltim di kampung sendiri ahok hanya 33% suara. Di Babel kalah telak. Pilkada di DKI? paling cuma 3% suara
314,RT @digembok: Ya allah... Beneran... Pak ahok akhirnya samperin si emak...
315,"Terimakasih Pak @basukibtp untuk 5 tahunnya, 3 tahun sbg wakil gubernur & 2 tahun sbg gubernur!"
316,"RT @eliya_mkom: kesimpulannya tuips, mari kita menangkan Agus Sylvi SATU Putaran, gak perlu pakai 2 putaran segala, cuma habiskan waktu"
317,Dan selamat atas kemenangannya untuk bapak Anies & Sandi. Semoga Jakarta bisa bersatu lagi
318,Bangga masih memiliki putra bangsa seperti pak Basuki dan pak Jarot.
319,"Temen-temen, apapun pilihannya, masih ada kehidupan setelah pilkada. Mari saling merangkul & saatnya Jakarta maju dan bahagia bersama."
320,"Selamat atas status barunya pak #Aniessandi, semangat ya pak, semoga semua sesuai dengan janjinya"
321,"Pak ahok @basukibtp tetep semangat yaaa, saya akan selalu menghargai kerja keras bapak dan saya ucapkan selamat atas kemenangan paslon nomor 3 yaitu #AniesSandi!"
322,Terima kasih pak ahok pak djarot kami bangga perna di pimpin sama bapak berdua...tetap semangat...sukses terus pak
323,Terima kasih Pak Ahok-Djarot telah bersama kami beberapa tahun ini
324,RT @FerpuAdvocates: Sumarsono: Gaya Pak Ahok yg Kerja Keras Patut Dicontoh dan itu Bagus!!!
325,"RT @Franstone888: Klo semua mau jujur dan pake hati nurani, Ahok adlh yg terbaik buat Jakarta. Gubernur yg jujur dan benar2 perhatian pd warga"
326,Pak Ahok the best aku salut sama pak orang nya sabar dengan cobaan dari tuhan Pak Ahok is the best
327,"RT @hariadhi: Makasih Pak Ahok, sudah ajarkan kami makna peduli sama rakyat. Andai di masa depan saya dpt kesempatan"
328,RT @IpungLombok: Hadeuuuh.. Kenapa jadi gaduh gini Pilkada DKI ya... Padahal Pilkada serentak 2015 lalu aman aman saja?
329,"RT @MbakNevi: Masyarakat Transportasi Jakarta dukung Ahok-Djarot, https:\/\/t.co\/7fdwk8XvCB"
330,"Saya sudah tidak tertarik melihat Debat Pilkada DKI, namun ada yang menarik. Salah satu Cagub sering mengepalkan tangan pada saat menjelas"
331,Semangat terus. Maju terus di dalam TUHAN. God Bless you more and forever bpk ahok dan family
332,"Selamat bertugas pak Anis, semoga Jakarta menjadi lebih baik lagi!"
333,"@aniesbaswedan @sandiuno selamat ya pak, kami tunggu program terealisasi. Jangan kecewakan Jakarta"
334,Saya selalu mendoakan yg terbaik untk bapak dan bapak juga mendapatkan banyak ucapan dari saudara di gaza palestina
335,Selamat untk bpk @aniesbaswedan & @sandiagauno atas kemenangannya. Semoga allah memberkahi disetiap langkah yg bapak ambil aminnn salam3jari
336,RT @netmediatama: Mereka telah siap berikan yang terbaik di ajang debat terbuka!
337,Pak anies dan pak @sandiuno selamat ya sudah terpilih jd gubernur dan wagub Jakarta.
338,RT @PartaiSocmed: Kejahatan perbankan yg di spin oleh tim AHY untuk kepentingan pilkada
339,RT @swamediumcom: Agus-Sylvi Diprediksi Maju di Putaran Kedua Pilkada DKI versi Survey GRP
340,RT @temanAhok: Alhamdulillah sambutan antusias warga di tiap blusukan pak Ahok selalu real. Ngga ada settingan.
341,Sampai detik ini pak ahok masih harapan terbesar saya #prayforjakarta
342,Tuhan punya rencana yg indah buat Pak Ahok dan Pak Djarot
343,Selamat dan terima kasih banyak untuk pak Ahok dan pak Djarot yg sudah menunjukan bahwa negara ini masih punya orang2 baik
344,Terima kasih pak atas segala kebaikan untuk jakarta yang sudah kalian tancapkan di hati warga jakarta
345,Pasti bapak anies sandi kemungkinan besar menang
346,"Terima kasih. Kepada pendukung kami, percayalah... Tuhan tahu yang terbaik. #JakartaPunyaSemua"
347,Gubernur dan wakil gubernur terbaik yang pernah jakarta miliki.
348,"RT @triwul82: Jelang Akhir Masa Tugas, Plt Gubernur DKI Akui Kinerja Ahok https:\/\/t.co\/04ihgI5cwZ"
349,RT @Wolfcrime: Pendukung yang Telah Dibaiat tapi Tak Pilih Agus-Sylvi Akan Terima Risikonya
350,Mutiara tetap mutiara Pak Ahok Djarot. Tuhan pny rencana yg lebih dahsyat utk Bapak ber2 utk Indonesia. Maju terus.
351,Tuhan percayakan hal yang lebih Besar lagi kepada Pak Ahok selain hanya menjadi Gubernur Dki jakarta.
352,I LOVE YOU PAK AHOK.AKU HANYA BISA BERDOA SEMOGA TUHAN MEMBERKATI. SALAM 2 JARI UNTUK PA AHOK I LOVE YOU
353,Survei Terbaru: Anies-Sandi Melejit Jauh Tinggalkan Ahok-Djarot https:\/\/t.co\/2IHhuzPsbF
354,Aku akui pak ahok itu tangguh sekali dan apa adanya
355,saya selalu mendukung dan berdoa untukmu ahokdjarot terimakasih
356,Meski Badj� tak lagi menjadi pelayan rakyat...kami selalu berdoa terbaik buat Badja. Kami bangga pernah memiliki kalian.
357,Mudah2han pak ahok jadi nomor satu di Indonesia
358,TPS Paslon Pilkada DKI Akan Dijaga Ketat
359,saya bukan penduduk jakarta. tapi saya kagum pada sosok ahok dan jarot.allah memang punya rencana lain.selamat pada beliau
360,Pak anies tolong bongkar lagi masjid yg di bangun pak ahok di daan mogot
361,Yang blm pada move on mending bsk piknik aja mumpung long weekend hehehe
362,Semoga bapak bisa meneladani sosok bang yos gubernur jakarta yang sangat cinta @persijajkt
363,"Pemimpin yg baik pemimpin yg mengerti akan jiwa pemuda, lanjutkan pak @aniesbaswedan"
364,kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya
365,"Negara kita negara BHINEKA TUNGGAL IKA. jadi ga liat pemimpin dengan agama ,ras ,budaya"
366,pak @aniesbaswedan kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya
367,Gw yakin suatu saat pasti Pak @basuki_btp akan ada patungnya sebagai tanda jasa entah itu di indo atau di madame tussaud.
368,"Doa itu sebaiknya yg baik2. Karena Tuhan juga baik. Klo doa jelek jahat, akan berbalik ke diri yg mendoakan loh"
369,"#badja Jakarta tidak butuh kalian lagi, tapi Indonesia menunggu untuk pengabdian kalian."
370,"Artikel saya untuk Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, hingga ""figur pemersatu""."
371,"#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok"
372,"ga tinggal di Jakarta sih, tp 1 rumah ngotot banget dukung Pak @basuki_btp!"
373,Semangat Pilkada! Untukmu pilihanmu dan untukku pilihanku #tetapahok
374,"Tapi perbedaan vital di reklamasi sama perumahan, justru gak bisa berkutik sama sekali."
375,"Sabar dulu jgn tergesa2 nagih, beliau belum dilantik baru bulan Oktober nanti."
376,Pak @aniesbaswedan knpa ngga mampir dulu ke tempat saya. Orangtua saya ngefans bgt
377,Semoga @persijajkt lebih maju dengan adanya gubernur era baru.
378,Tetap di masyarakat jakarta dan selalu membuat jakarta lebih baik.Dan hasilnya pun sudah terbukti
379,saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok.
380,Semua sayang ahok. Saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi.
381,Bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik
382,"Pak Ahok, jadi cagub di Bekasi aja ya pak... Bekasi mau dipimpin orang seperti bapak, biar ada perubahan lebih baik @basukibtp"
383,Kekalahan Ahok adalah kemunduran peradaban di Indonesia. Selamat datang radikalisme. Akal sehat sudah tidak ada dinegara ini.
384,"Semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak"
385,Terima Kasih pak sudah mengabdi dijakarta dengan segudang permintaan warga.
386,"Mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya."
387,Walaupun bapak tidak menang. Tapi saya menikmati kerja keras bapak selama menjabat. Terima kasih untuk bapak ahok.
388,miris ya pak ahok...sukses slalu buat my idola pak ahok
389,"Gue lebih suka Ahok bantuin Jokowi ngurusin Indonesia agar lebih cepet maju, bukan hanya Jakarta."
390,"Pak kok saya pngn peluk bapak sambil bilang "" pak tetap semangat ya, saya selalu mendoakan yg terbaik untuk bapak"""
391,aya bukan warga jakarta tp saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapih pak sekarang.....
392,Maka seyogyanya pilihanku #TetapAhok karna terlihat pencerahan pd sistem birokrasi.
393,Pak ahok tetap menjadi gubenur dihatiku ....
394,Dari lahir di Jakarta sampe detik ini baru gue liat kali & pintu air Manggarai bersih dari sampah ya pas jaman Jokowi sampe Ahok. #TetapAhok
395,Gpp kalah. mungkin belom rejekinya ya pak. Bagi kami bapak tetap pemimpin yang jujur. Tetap berkarya nyata
396,"Selama 20 tahun tinggal di Jakarta, baru 5 tahun terakhir benar-benar terasa perubahan dan sadar kalau itu akitbat gubernurnya."
397,Aku cinta Pak Ahok. Terimakasih ya Pak atas jasa-jasa dan kerja nyatanya selama 5 tahun terakhir.
398,Tetap semangat pak ahok.... terimakasih atas semua yg anda berikan untuk jakarta. sukses selalu buat pak ahok.
399,Pak ahok kita tetap mendukung apapun yang terjadi
400,Terima kasih banyak buat kinerja keras dari Pak Ahok dan team selama memimpin DKI Jakarta. Tetap semangat selalu Pak. God Bless Bapak & Family.
401,"Bapak ahok sosok yang saya banggakan, terimakasih pak sudah merubah jakarta."
402,"semoga pak ahok selalu dlm lindungan tuhan, saya sayang sama pak ahok, pak ahok orang baik."
403,Terima kasih pak Basuki. Sampai kapan pun sejarah akan mencatat bapak membawa perubahan bagi kami warga jakarta
404,"Lanjutkan perjuangan Pak, Bapak orang baik pasti ditempatkan di tempat yg lebih baik juga."
405,Kau lah yang terhebat.. Karna kau lah kami mendapat inspirasi dan pengalaman yang sangat berharga.
406,Buat Pak Ahok tetap berkarya pak. Masih ada kesempatan lebih baik di 2019
407,Pak saya setuju kalo pak jadi gubenur karena kerja pak sangat bagus kerena kerja pak basuki tegas keluarga kami mendukung pak basuki
408,Bapak tetap yg terbaik untuk jakarta..terima kasih pak untuk semua yg bapak kerjakan selama ini semoga Allah selalu meridhoi bapak dalam setiap langkah bapak..
409,jabatan bukan hal penting yg terpenting bapak tetap orang terhebat di jakarta tentang kerja keras Pak Ahok..sekali lagi terima kasih Pak Ahok
410,Pak Ahok....walau saya bukan warga DKI....saya sangat sedih bapak tidak terpilih lg jd Gubenur DKI.....
411,Hanya bpk lah gubernur satu satunya yg bisa membawa perubahan di Jakarta...semangat pak...
412,"Pak ahok, saya mempunyai ibu, ibu saya selalu mendoakan pak ahok setiap waktu dan setiap pagi jam 3 ibu saya sebenarnya kecewa dengan hasil pilkada"
413,"tapi kalah menang itu biasa. kekuasaan ada di tangan tuhan, asal bapak ahok tidak menjual iman pak ahok dengan jabatan"
414,Terimakasih banyak pak ahok dan djarot untuk kerja tulus dan kerasnya untuk Jakarta..
415,Media Asing Menyorot Hasil Pilkada Jakarta
416,Ahok Banyak Belajar di Pilkada DKI
417,Ini Pelajaran yang Dipetik Ahok dari Pilkada DKI
418,Ahok: Lupakan Semua Masalah Kampanye dan Pilkada
419,Presiden Percaya Pilkada DKI Hasilkan Pemimpin Terbaik
420,Kapolri Pastikan Pilkada DKI Berjalan Lancar dan Sejuk
421,Pengamat: Pilkada DKI Panas Karena Parpol Sulit Disiplinkan Massa
422,Parpol Pendukung Ahok-Djarot Komitmen Jaga Pilkada Damai
423,"Amankan Pilkada DKI, Polisi Terapkan Dua Sistem Pengamanan"
424,Tiga Instansi Keluarkan Maklumat Larangan Mobilisasi Massa di Pilkada DKI
425,TERNYATA BAJU YANG DIPAKAI AHOK DI DEBAT PILKADA YG SAYA TONTON MELALUI METRO TV SAMA DENGAN YANG DI TV ONE. BARUSAN SAYA CEK
426,"Sebagai warga negara yang baik, lo wajib ikut mensukseskan Pilkada Jakarta 2017. Temukan performa berbeda Debat Pilkada pukul 7"
427,Debat Terakhir Menentukan Elektabilitas di Pilkada DKI Putaran Kedua
428,Terima kasih bapak ahok dengan jasa2 bapak selalu membangun jakarta lebih baik lagi
429,Salut banget sm pak ahok.. benar2 berjiwa kesatria.. langsung mengucapkan selamat ke pasangan anis dan sandi..
430,keluarga sudah ke menggunakan hak pilihnya pagi ini. Jangan lupa bagi warga Jakarta untuk datang ke TPS sebelum jam 1 siang!
431,Terima kasih telah membuat Jakarta menjadi lebih baik pak... Tetap semangat!
432,"Pada akhirnya, orang jahat akan jatuh, dan orang baik, akan dibangkitkan!"
433,"Meski dijatuhkan berkali2, Tuhan akan selalu mengangkat yg benar"
434,Rencana Bapak yang di surga itu lebih indah yangg kita inginkan bapak ahok tetap semangat ya pak
435,Pak Basuki dan Pak Djarot tetap kuat didalam iman dan pengharapan...
436,Yakin bahwa ini bukan jalan yang terbaik untuk anda dari hanya sekedar Gubernur dan Wakil gubernur DKI..
437,Masyarakat Indonesia khusus DKI melihat pemimpin itu bukan dilihat hasil kerjanya
438,Kami sebagai rakyat indonesia yang bukan berasal dari DKI turut mendoakan semoga pak Basuki dan pak Djarot tidak pernah lelah melayani kami dan tetap terus semangat
439,"jangan padam untuk kemanusiaan ya pak, saya mengenang semua hal manis yg telah bapak perjuangkan"
440,Saya doakan pak ahok dan tamengnya tidak kejang2
441,Tetap semangat pak. Ahok.. Aku selalu dukung pak ahok djarot.
442,Pemenang Debat Pilkada DKI malam ini adalah...... IRA KOESNO!!!
443,"Selamat buat pasangan no 3, Anies-Sandi pemenang versi Quick Count... Terima kasih buat Ahok-Djarot atas kerja luar biasa untuk Jakarta..."
444,Semangat pak ahok walaupun saya warga bandung tapi saya yakin pak ahok yg jadi juara...
445,"yg jelas, kerja keras, pasti, dan jujur tetap pak ahok."
446,"Maaf pak saya tidak bisa ikutan nyoblos, KTP saya jakarta, tapi saya skrg tinggal bandung, saya hanya bisa berdoa"
447,"semoga ahokdjarot bisa terus melanjutkan visi misi nya untuk membangun kota Jakarta, agar lebih rapih bersih dan nyaman"
448,Dalam nama Tuhan Untuk jakarta yg lebih baik
449,semagat buat pak Anies semoga selalu dalam rahmat tuhan YME
450,semua warga DKI gunakan hak pilihmu....jangan takut kita smua warga yg punya hak dan sehat lahir batin
451,semoga Tuhan memberikan seluruh masyarakat DKI jakarta keadilan sesuai pemimpin yg benar2 demi rakyat Amin.
452,Eks Pendukung Agus-Sylvi di Jakarta Timur Deklarasikan Dukungan Untuk Ahok-Djarot
453,"Ini pasti salah Jokowi, Ahok dan kafir-kafir ateis. https:\/\/t.co\/v2GRcUeStI"
454,@fahmiabuazzam1 biar aja biar tai nya kena bapak lo itu ya. Loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya.
455,RT @BungWinar: Angin memporakporandakan basis pemenangan Si Penista Agama...Cililitan.\nYa Alloh Ampuni Kami\n#JakartaBanjir
456,"RT @Lupuz0503: Prestasi Ahok, \nSelain mjadi mafia koruptor n penista agama, dirinya bhasil tenggelamkan JKT MELALUI congoran CEBON"
457,Ulama Kompak Nyatakan #HaramPemimpinKafir Pilih Ahok = Murtad!
458,KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA
459,@indopoints di tanah abang cina udah mulai resah dan stres gara2 si penista agama dan pilkada pasar jd sepi. Sepi sampai 2 minggu lg ha. ha
460,@investigator_RI betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya
461,@YohanesTarigan9 saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah. Gampang kejebak iklan. Maaf ya.
462,@Zufrianto3 lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik !! Bodoh kau
463,Ahok si penghina Al - Qur'an dan Ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar https:\/\/t.co\/bTkCeTNk0g
464,"Ayo umat Islam yg pinter, jgn percaya klo aksi 112 tdk ada hubungannya dgn pilkada, pihak AHY yg bayar anies yg untung \ud83d\ude01"
465,#DebatFinalPilkadaJKT mampuuuusssssss mpoK Silvy!!!!
466,Hidup china komunis ! https:\/\/t.co\/b1RheVKrXl
467,Ini tuh kesalahan Jokowi dan Ahok si babi ateis. https:\/\/t.co\/v2GRcUeStI
468,Kalo ahok menang pilkada bikin video sex bareng anaknya dong tan.? https:\/\/t.co\/7msmThwwLK
469,Keluarga Besar Kami Yang Berdomisili di Jakarta TIDAK PILIH AHOK!! https:\/\/t.co\/GZKZFTpvCw Suara Ulama Bulat! #HaramPilihAhok #JanganGolput
470,ketutunan cina dari luar kota dan pulau mulai kejakarta mau coblos ahok dengan KTP aspal dari kamboja
471,RT @indopoints: china babi... china maling...\n#UsirChina https:\/\/t.co\/9y4HIWHJp2
472,RT @mosangada72: Masih mau memilih Agus-Sylvi???\nAnaknya SBY dan Keluarga Koruptor\n#BlusukanAhok\n#BerjamaahCoblosPecinya\u2026
473,tangkap ahok dan klompok nya yg melakukan pemalsuan e KTP karna merupakan penghiyanat bagi bangsa dan negara
474,"Tangkap Ahok Sekarang Juga, Share Jika Setuju !!!"
475,"Sayang sekali Bangsa ini Paling jago kalau merasa-rasa. Yg mendukung Pak Ahok merasa paling benar, yg mendukung Mas Anies merasa paling suci"
476,Video Ahok Menghina Agama Kristen Agama Konyol #AhokPecahBelahBangsa
477,"Bukan Hanya Penista Agama, Bagi JPU Ahok Pemecah Belah Bangsa https:\/\/t.co\/6qkIFCjqhq"
478,Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai
479,Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT
480,RT @Gemacan70: Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! #StopKriminalisasiUlama https:\/\/t.co\/dxIDQ4ZQHV
481,"@Lupuz0503: Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah"
482,tobat yuk sebelum terlambat. biar gerombolan JIL aja yg kita doakan konsisten bela kekafiran hingga akhir hayat https:\/\/t.co\/979uJ6ItrM
483,"RT @UstadTengku: Ya Allah Jika Mereka Menempuh Cara2 Curang utk Memenangkan Si Penista Agama, Engkau Kirimkanlah MALAIKAT MAUT Utk menyeles\u2026"
484,;Kebanyakan fitnah nih mpok silvy #DebatFinalPilkadaJKT #Gue2
485,"FPI: Pendukung Ahok kalah jumlah, dengan izin Allah kita gusur Gubernur koruptor dan penista agama https:\/\/t.co\/Jp7pGLRGiE"
486,#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH
487,"RT @felixsiauw: tapi twit begini asik lo, kita jadi tau yang mana akun-akun pro-penista agama, akun-akun buzzer yang kerjanya menghujat :)"
